image,x1,y1,x2,y2,gt_char,pred_char,pred_conf(%),correct,top2_char,top2_conf(%),top3_char,top3_conf(%),top4_char,top4_conf(%),top5_char,top5_conf(%)
200021071_00081_1,1003,2792,1102,2916,に,に,73.3,O,喋,0.0,毯,0.0,搏,0.0,貶,0.0
200021071_00081_1,1587,670,1677,752,此,此,96.3,O,些,0.0,滸,0.0,彼,0.0,如,0.0
200021071_00081_1,1619,2933,1716,3024,五,五,95.2,O,滸,0.0,睜,0.0,纔,0.0,峙,0.0
200021071_00081_1,1139,1130,1255,1217,の,の,72.6,O,喋,0.0,毯,0.0,搏,0.0,騰,0.0
200021071_00081_1,1134,526,1227,631,の,の,73.3,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1010,1980,1096,2110,見,見,91.9,O,み,0.0,滸,0.0,纔,0.0,跼,0.0
200021071_00081_1,1298,2700,1407,2794,我,我,96.3,O,越,0.0,を,0.0,義,0.0,家,0.0
200021071_00081_1,1001,1866,1095,1950,を,を,56.6,O,喋,0.0,毯,0.0,搏,0.0,騰,0.0
200021071_00081_1,550,1624,644,1742,あ,あ,88.2,O,阿,0.0,搏,0.0,毯,0.0,喋,0.0
200021071_00081_1,880,2592,941,2689,く,貴,93.4,X,具,0.2,肴,0.1,空,0.1,豊,0.0
200021071_00081_1,1315,1494,1374,1594,望,望,98.7,O,り,0.0,空,0.0,弓,0.0,様,0.0
200021071_00081_1,1738,770,1824,856,に,に,73.3,O,毯,0.0,喋,0.0,搏,0.0,貶,0.0
200021071_00081_1,417,2239,503,2344,お,お,92.8,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1600,2337,1687,2419,あ,あ,87.4,O,阿,0.1,河,0.0,何,0.0,喋,0.0
200021071_00081_1,579,2825,649,2923,て,て,71.7,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1299,1860,1388,1970,ほ,ほ,92.6,O,滸,0.0,睜,0.0,纔,0.0,區,0.0
200021071_00081_1,428,2348,506,2437,ほ,ほ,92.8,O,滸,0.0,ぼ,0.0,睜,0.0,纔,0.0
200021071_00081_1,101,1752,209,1827,ぬ,ぬ,95.0,O,滸,0.0,睜,0.0,汾,0.0,艚,0.0
200021071_00081_1,1772,2321,1827,2427,す,す,88.1,O,寸,0.0,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,1027,2939,1101,3043,是,是,94.8,O,滸,0.0,睜,0.0,蜩,0.0,汾,0.0
200021071_00081_1,1457,2825,1538,2898,云,云,94.6,O,滸,0.0,睜,0.0,纔,0.0,區,0.0
200021071_00081_1,1603,2080,1689,2184,き,処,25.4,X,敷,4.3,度,1.5,両,0.4,友,0.3
200021071_00081_1,849,549,933,643,を,を,62.8,O,喋,0.0,毯,0.0,搏,0.0,騰,0.0
200021071_00081_1,1304,2581,1376,2661,云,云,94.6,O,滸,0.0,睜,0.0,纔,0.0,汾,0.0
200021071_00081_1,1436,1050,1539,1134,や,や,88.4,O,毯,0.0,喋,0.0,ヤ,0.0,搏,0.0
200021071_00081_1,271,2820,354,2923,お,お,92.8,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1615,2777,1686,2909,れ,れ,81.0,O,毯,0.0,喋,0.0,搏,0.0,貶,0.0
200021071_00081_1,265,2925,347,3036,ほ,ほ,94.4,O,ぼ,0.0,滸,0.0,睜,0.0,纔,0.0
200021071_00081_1,719,1803,789,1964,れ,れ,80.9,O,毯,0.0,喋,0.0,搏,0.0,貶,0.0
200021071_00081_1,1177,2339,1234,2419,と,と,80.2,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,435,2475,483,2566,か,か,33.0,O,よ,2.9,う,0.1,毯,0.1,喋,0.0
200021071_00081_1,1021,2103,1077,2196,て,て,72.4,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1481,2933,1535,3029,は,は,75.2,O,ハ,0.0,喋,0.0,毯,0.0,搏,0.0
200021071_00081_1,573,775,617,865,に,に,70.1,O,毯,0.0,喋,0.0,搏,0.0,貶,0.0
200021071_00081_1,1169,2449,1243,2529,云,云,92.4,O,之,0.0,去,0.0,書,0.0,滸,0.0
200021071_00081_1,724,1614,774,1719,て,て,72.6,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1459,658,1514,759,も,も,85.3,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1319,2460,1366,2562,て,て,72.6,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1600,2223,1685,2308,を,を,58.5,O,喋,0.0,毯,0.0,搏,0.0,騰,0.0
200021071_00081_1,687,878,795,1005,る,る,78.0,O,類,0.0,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,1007,544,1068,642,は,は,75.1,O,ハ,0.0,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,390,800,487,903,ほ,ほ,92.7,O,滸,0.0,睜,0.0,纔,0.0,區,0.0
200021071_00081_1,1763,881,1811,982,す,す,88.2,O,寸,0.0,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,284,2089,341,2196,ま,ま,88.0,O,喋,0.0,毯,0.0,搏,0.0,惺,0.0
200021071_00081_1,1745,1228,1823,1341,ほ,ほ,94.1,O,ぼ,0.0,滸,0.0,睜,0.0,纔,0.0
200021071_00081_1,1013,2338,1100,2431,ひ,ひ,89.4,O,び,0.0,滸,0.0,艚,0.0,睜,0.0
200021071_00081_1,1749,2467,1855,2521,い,い,75.0,O,毯,0.0,喋,0.0,搏,0.0,舵,0.0
200021071_00081_1,863,1880,940,2025,た,た,81.9,O,毯,0.0,搏,0.0,喋,0.0,茼,0.0
200021071_00081_1,1754,2196,1828,2310,望,望,99.1,O,堂,0.0,弓,0.0,空,0.0,重,0.0
200021071_00081_1,1325,1375,1365,1468,と,と,80.1,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,429,2959,507,3008,は,は,69.9,O,ハ,0.1,喋,0.0,毯,0.0,搏,0.0
200021071_00081_1,1485,2697,1522,2788,と,と,80.2,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1788,2684,1829,2780,申,申,93.1,O,睜,0.0,纔,0.0,滸,0.0,艚,0.0
200021071_00081_1,857,2723,949,2824,ほ,ほ,92.7,O,滸,0.0,睜,0.0,纔,0.0,ぼ,0.0
200021071_00081_1,1464,1673,1547,1729,は,の,29.2,X,は,0.1,い,0.1,喋,0.1,毯,0.1
200021071_00081_1,1309,917,1368,988,は,は,73.8,O,ハ,0.0,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,831,804,922,898,む,む,94.7,O,滸,0.0,睜,0.0,艚,0.0,纔,0.0
200021071_00081_1,825,682,931,804,の,の,73.4,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,879,2125,933,2240,す,す,88.6,O,寸,0.0,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,1763,2913,1863,3017,る,る,80.4,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,417,649,465,777,く,く,55.5,O,〱,0.5,ゝ,0.2,ヽ,0.0,毯,0.0
200021071_00081_1,284,2696,329,2800,て,て,72.5,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1741,1132,1827,1229,お,お,92.5,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,410,2684,511,2792,の,の,72.8,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,91,847,193,995,ゐ,井,68.3,X,ゐ,19.0,舐,0.0,猥,0.0,打,0.0
200021071_00081_1,408,1630,479,1732,け,け,92.1,O,滸,0.0,睜,0.0,汾,0.0,纔,0.0
200021071_00081_1,91,1242,197,1347,ろ,ろ,93.7,O,路,0.0,滸,0.0,區,0.0,睜,0.0
200021071_00081_1,266,1607,338,1714,て,て,70.6,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,891,2256,924,2332,み,み,90.7,O,ミ,0.1,之,0.0,滸,0.0,跼,0.0
200021071_00081_1,563,2224,635,2326,て,て,70.9,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1453,890,1498,1004,く,く,68.4,O,ゝ,0.2,毯,0.0,喋,0.0,〻,0.0
200021071_00081_1,1177,1018,1209,1100,〻,々,94.0,X,〻,0.9,之,0.0,み,0.0,ゝ,0.0
200021071_00081_1,734,1732,773,1803,か,か,81.3,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,249,773,337,905,ゆ,ゆ,94.4,O,滸,0.0,や,0.0,睜,0.0,纔,0.0
200021071_00081_1,1467,1978,1517,2086,そ,そ,89.5,O,毯,0.0,喋,0.0,茫,0.0,搏,0.0
200021071_00081_1,1454,778,1507,886,す,す,88.5,O,寸,0.0,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,1035,2581,1079,2704,ま,ま,88.1,O,喋,0.0,毯,0.0,搏,0.0,惺,0.0
200021071_00081_1,1159,1482,1235,1583,き,聞,93.8,X,前,0.0,な,0.0,声,0.0,皮,0.0
200021071_00081_1,1181,2730,1237,2769,は,は,57.2,O,ハ,0.4,喋,0.0,毯,0.0,搏,0.0
200021071_00081_1,1013,1734,1096,1841,ほ,ほ,92.6,O,滸,0.0,外,0.0,ぼ,0.0,睜,0.0
200021071_00081_1,711,2306,801,2428,け,け,90.3,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,403,567,478,641,め,め,92.2,O,如,0.0,滸,0.0,睜,0.0,區,0.0
200021071_00081_1,91,1595,212,1711,れ,れ,81.3,O,毯,0.0,喋,0.0,搏,0.0,貶,0.0
200021071_00081_1,1456,2343,1544,2430,ま,ま,83.3,O,滸,0.0,睜,0.0,艚,0.0,纔,0.0
200021071_00081_1,1272,845,1384,932,れ,れ,81.0,O,毯,0.0,喋,0.0,搏,0.0,貶,0.0
200021071_00081_1,1596,1742,1673,1835,て,て,70.2,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1613,1475,1671,1597,く,み,90.7,X,見,0.0,く,0.0,滸,0.0,跼,0.0
200021071_00081_1,1163,2801,1246,2920,さ,さ,86.0,O,き,0.0,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,716,1972,788,2090,き,き,87.9,O,毯,0.0,喋,0.0,搏,0.0,僂,0.0
200021071_00081_1,1146,2638,1255,2751,れ,れ,82.2,O,毯,0.0,喋,0.0,搏,0.0,貶,0.0
200021071_00081_1,1301,523,1366,628,な,な,83.8,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,409,1518,490,1624,つ,つ,88.4,O,ツ,0.0,毯,0.0,搏,0.0,喋,0.0
200021071_00081_1,1737,1887,1843,1909,一,一,90.9,O,喋,0.0,毯,0.0,搏,0.0,鬟,0.0
200021071_00081_1,572,2689,651,2796,け,け,90.4,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,837,918,937,1031,の,の,74.1,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1319,1618,1367,1722,け,け,91.0,O,毯,0.0,喋,0.0,搏,0.0,茼,0.0
200021071_00081_1,262,1155,346,1245,な,な,83.3,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,128,2796,195,2910,ち,ち,92.4,O,ぢ,0.0,毯,0.0,搏,0.0,喋,0.0
200021071_00081_1,429,1987,487,2090,は,は,74.6,O,ハ,0.0,喋,0.0,毯,0.0,搏,0.0
200021071_00081_1,1002,1625,1094,1732,つ,つ,87.5,O,ツ,0.0,毯,0.0,搏,0.0,喋,0.0
200021071_00081_1,717,2211,799,2297,な,な,83.9,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,128,2095,181,2197,く,く,67.8,O,ゝ,0.2,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,1011,2217,1096,2332,思,思,96.7,O,滸,0.0,睜,0.0,艚,0.0,區,0.0
200021071_00081_1,683,1256,802,1355,ふ,ふ,85.4,O,毯,0.0,搏,0.0,喋,0.0,騰,0.0
200021071_00081_1,1446,1254,1537,1354,に,に,69.4,O,毯,0.0,喋,0.0,搏,0.0,貶,0.0
200021071_00081_1,101,2701,200,2791,ふ,ふ,86.1,O,不,0.0,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,572,2581,650,2676,あ,あ,87.6,O,阿,0.0,搏,0.0,毯,0.0,喋,0.0
200021071_00081_1,716,2687,805,2776,の,の,72.3,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1460,1870,1529,1975,こ,こ,89.0,O,ご,0.0,毯,0.0,搏,0.0,喋,0.0
200021071_00081_1,255,1376,339,1465,ゐ,ゐ,97.1,O,井,0.0,滸,0.0,睜,0.0,峙,0.0
200021071_00081_1,876,1800,914,1865,こ,こ,85.6,O,〻,0.1,ニ,0.0,毯,0.0,搏,0.0
200021071_00081_1,1632,2681,1688,2784,ら,ら,83.2,O,候,0.0,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,858,2942,952,3044,に,に,72.6,O,毯,0.0,喋,0.0,搏,0.0,貶,0.0
200021071_00081_1,396,1013,487,1120,に,に,73.6,O,喋,0.0,毯,0.0,搏,0.0,貶,0.0
200021071_00081_1,722,2108,778,2193,た,た,82.6,O,毯,0.0,喋,0.0,搏,0.0,舵,0.0
200021071_00081_1,415,1882,498,1987,あ,あ,88.2,O,阿,0.0,搏,0.0,毯,0.0,喋,0.0
200021071_00081_1,283,1737,335,1852,は,は,75.3,O,ハ,0.0,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,418,2589,496,2683,め,め,92.6,O,如,0.0,滸,0.0,睜,0.0,區,0.0
200021071_00081_1,1300,2077,1401,2183,に,に,72.8,O,毯,0.0,喋,0.0,搏,0.0,貶,0.0
200021071_00081_1,994,778,1066,878,て,て,70.2,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,879,1030,925,1130,み,み,90.9,O,ミ,0.0,之,0.0,滸,0.0,跼,0.0
200021071_00081_1,266,1978,338,2054,あ,あ,88.2,O,阿,0.0,毯,0.0,搏,0.0,喋,0.0
200021071_00081_1,1592,1370,1672,1474,あ,あ,87.8,O,阿,0.0,毯,0.0,搏,0.0,喋,0.0
200021071_00081_1,689,622,781,750,す,す,90.5,O,寸,0.0,喋,0.0,毯,0.0,搏,0.0
200021071_00081_1,548,1490,628,1599,て,て,70.8,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,275,906,319,986,み,み,90.6,O,ミ,0.1,之,0.0,滸,0.0,〻,0.0
200021071_00081_1,91,1131,191,1237,ほ,ほ,92.4,O,滸,0.0,睜,0.0,纔,0.0,區,0.0
200021071_00081_1,1609,1242,1656,1359,り,り,80.1,O,毯,0.0,搏,0.0,喋,0.0,彿,0.0
200021071_00081_1,250,642,321,745,て,て,70.5,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,250,1026,333,1141,や,屋,97.2,X,や,0.0,滸,0.0,睜,0.0,艚,0.0
200021071_00081_1,1300,772,1362,840,け,け,89.7,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,881,2455,935,2569,り,り,80.0,O,毯,0.0,搏,0.0,喋,0.0,彿,0.0
200021071_00081_1,1726,529,1836,618,や,や,88.9,O,毯,0.0,喋,0.0,搏,0.0,ヤ,0.0
200021071_00081_1,1616,1613,1659,1728,ま,ま,87.7,O,喋,0.0,毯,0.0,搏,0.0,惺,0.0
200021071_00081_1,259,1871,346,1954,せ,せ,92.0,O,ぜ,0.0,世,0.0,滸,0.0,睜,0.0
200021071_00081_1,548,1858,642,1962,ん,ん,88.4,O,む,0.0,毯,0.0,喋,0.0,騰,0.0
200021071_00081_1,1747,1461,1826,1576,め,め,92.8,O,如,0.0,滸,0.0,睜,0.0,區,0.0
200021071_00081_1,1609,1134,1652,1236,よ,よ,87.8,O,毯,0.0,搏,0.0,喋,0.0,騰,0.0
200021071_00081_1,866,2352,941,2451,あ,あ,87.8,O,阿,0.0,毯,0.0,搏,0.0,喋,0.0
200021071_00081_1,573,1262,621,1361,た,た,82.7,O,毯,0.0,喋,0.0,搏,0.0,舵,0.0
200021071_00081_1,262,1268,336,1370,く,く,73.3,O,ゝ,0.1,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,124,1499,176,1585,さ,さ,86.9,O,き,0.0,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,569,1373,617,1477,は,は,68.6,O,ハ,0.0,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,527,651,642,750,ふ,ふ,85.2,O,毯,0.0,搏,0.0,喋,0.0,騰,0.0
200021071_00081_1,101,774,187,847,つ,つ,87.2,O,毯,0.0,喋,0.0,ツ,0.0,搏,0.0
200021071_00081_1,740,2569,776,2680,も,も,84.4,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1025,658,1060,759,と,と,80.9,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1144,2104,1240,2222,給,給,92.6,O,組,0.0,竹,0.0,今,0.0,終,0.0
200021071_00081_1,711,1132,748,1194,う,う,87.2,O,毯,0.0,喋,0.0,搏,0.0,か,0.0
200021071_00081_1,571,1141,606,1260,う,う,89.3,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1441,1587,1544,1650,へ,へ,86.7,O,ヘ,0.0,喋,0.0,毯,0.0,搏,0.0
200021071_00081_1,1596,2604,1705,2666,へ,へ,86.9,O,ヘ,0.0,喋,0.0,毯,0.0,搏,0.0
200021071_00081_1,724,774,756,871,と,と,80.2,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,102,628,182,740,め,め,92.8,O,如,0.0,滸,0.0,睜,0.0,區,0.0
200021071_00081_1,251,2056,354,2109,つ,つ,87.3,O,門,0.0,ツ,0.0,毯,0.0,搏,0.0
200021071_00081_1,1171,2571,1220,2630,け,け,90.5,O,毯,0.0,喋,0.0,搏,0.0,茼,0.0
200021071_00081_1,1191,2921,1218,3023,ら,ら,83.1,O,候,0.0,毯,0.0,〻,0.0,喋,0.0
200021071_00081_1,1598,2456,1687,2578,た,た,39.4,O,事,0.5,毯,0.0,搏,0.0,喋,0.0
200021071_00081_1,278,1503,315,1603,に,に,68.6,O,毯,0.0,喋,0.0,搏,0.0,貶,0.0
200021071_00081_1,1007,1387,1087,1493,さ,さ,86.5,O,き,0.0,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,1144,2242,1254,2295,へ,へ,86.0,O,ヘ,0.0,喋,0.0,毯,0.0,搏,0.0
200021071_00081_1,724,2815,803,2936,さ,さ,87.6,O,き,0.0,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,1472,1164,1503,1253,か,か,81.3,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1761,628,1802,738,か,か,54.1,O,り,0.2,る,0.1,毯,0.0,喋,0.0
200021071_00081_1,707,1193,769,1255,た,た,83.0,O,毯,0.0,喋,0.0,搏,0.0,舵,0.0
200021071_00081_1,894,2811,930,2916,と,と,80.8,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,277,533,307,620,と,と,80.8,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,706,539,775,602,は,は,74.7,O,ハ,0.0,毯,0.0,喋,0.0,搏,0.0
200021071_00081_1,708,2971,833,3021,へ,へ,86.1,O,ヘ,0.0,喋,0.0,毯,0.0,搏,0.0
200021071_00081_1,1493,2429,1525,2548,し,し,71.5,O,毯,0.0,喋,0.0,搏,0.0,彿,0.0
200021071_00081_1,1781,2810,1832,2893,け,け,90.9,O,毯,0.0,喋,0.0,搏,0.0,茼,0.0
200021071_00081_1,117,532,157,625,か,か,81.5,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1027,1508,1065,1601,か,り,50.9,X,か,0.4,る,0.0,毯,0.0,喋,0.0
200021071_00081_1,594,2110,625,2207,と,と,80.5,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,429,895,464,1003,と,と,79.2,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1334,1960,1363,2069,と,と,79.7,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1329,628,1346,743,し,し,72.0,O,毯,0.0,喋,0.0,搏,0.0,じ,0.0
200021071_00081_1,1775,1368,1807,1458,か,か,80.8,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,1047,2708,1069,2780,ゝ,ゝ,87.7,O,ヽ,0.4,候,0.0,く,0.0,搏,0.0
200021071_00081_1,878,1635,909,1687,か,か,80.1,O,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,595,1761,616,1861,ら,候,42.9,X,ら,11.0,々,1.0,ゝ,0.5,〻,0.3
200021071_00081_1,1474,1515,1504,1575,候,か,80.9,X,毯,0.0,喋,0.0,搏,0.0,騰,0.0
200021071_00081_1,887,2022,912,2098,ゝ,ゝ,88.7,O,ヽ,0.4,候,0.1,く,0.0,ら,0.0
200021071_00081_1,879,1684,903,1800,し,し,72.6,O,毯,0.0,喋,0.0,搏,0.0,じ,0.0
200021071_00081_1,1632,1983,1643,2089,,し,71.9,,毯,0.0,喋,0.0,搏,0.0,彿,0.0
200021071_00081_1,563,520,616,647,,た,3.4,,て,0.5,し,0.3,毯,0.1,喋,0.1
200021071_00081_1,1186,1377,1210,1492,し,し,56.8,O,よ,0.1,毯,0.0,搏,0.0,喋,0.0
